subject,label,peakGyro,ratio,durationCount,gySigned,gzSigned,peakAccel,accelMean,accelStd,spikeCount,classified
F,FLICK,1291.1,2.533,17,1291.1,-390.6,1.986,1.369,0.273,10,FLICK
F,FLICK,981.2,3.321,21,981.2,93.6,2.095,1.627,0.254,7,FLICK
F,FLICK,935.6,2.239,13,254.9,162.9,2.220,1.396,0.227,14,FLICK
F,FLICK,1064.8,3.694,17,-160.7,-127.6,1.926,1.337,0.319,10,FLICK
F,FLICK,1020.1,5.218,13,-67.0,128.5,2.082,1.340,0.230,12,FLICK
F,FLICK,1263.7,4.138,25,-279.2,1263.7,2.867,1.632,0.439,9,FLICK
F,FLICK,1232.0,1.524,37,109.0,699.2,3.185,1.817,0.465,7,FLICK
F,FLICK,1081.1,2.427,21,-84.4,1081.1,2.281,1.402,0.340,11,FLICK
F,FLICK,802.2,1.337,21,802.2,-409.5,2.259,1.552,0.245,10,FLICK
F,FLICK,1082.9,1.813,27,-54.4,-542.9,2.348,1.491,0.280,9,FLICK
F,FLICK,909.8,1.890,21,-130.3,909.8,2.381,1.474,0.288,14,FLICK
F,FLICK,882.5,5.105,19,882.5,-148.8,2.226,1.349,0.328,9,FLICK
F,FLICK,1037.0,10.748,15,22.9,1037.0,3.429,1.741,0.601,7,FLICK
G,TWIST,1326.5,2.113,19,-134.8,1326.5,2.073,1.333,0.283,9,FLICK
G,TWIST,1088.5,1.527,25,1088.5,571.4,2.074,1.439,0.225,15,FLICK
G,TWIST,691.2,1.006,46,-312.0,-374.8,2.027,1.276,0.302,13,TWIST
G,TWIST,877.6,1.077,51,-515.7,-299.5,1.974,1.297,0.241,11,TWIST
G,TWIST,672.7,0.763,59,-479.6,-401.9,1.830,1.298,0.155,7,TWIST
G,TWIST,699.9,1.094,55,699.9,-371.5,2.117,1.305,0.286,15,TWIST
G,TWIST,1336.6,1.283,26,680.9,1336.6,1.852,1.250,0.271,11,FLICK
G,TWIST,825.6,0.916,51,-402.3,825.6,2.022,1.357,0.265,12,TWIST
G,TWIST,739.0,0.850,51,-349.2,739.0,2.143,1.332,0.220,15,TWIST
G,TWIST,693.0,1.354,46,693.0,-341.7,1.808,1.268,0.261,8,TWIST
G,TWIST,624.1,0.815,41,624.1,-267.0,1.707,1.285,0.110,9,TWIST
G,TWIST,1332.3,2.195,23,1332.3,-305.0,2.114,1.373,0.222,14,FLICK
G,PINCH,643.3,1.523,45,-210.5,643.3,2.017,1.336,0.240,15,TWIST
G,PINCH,318.6,0.983,9,318.6,-87.4,2.270,1.538,0.316,12,PINCH
G,PINCH,549.4,2.782,15,-146.1,-51.3,2.849,1.614,0.402,10,PINCH
G,PINCH,696.7,1.360,36,696.7,-247.6,2.023,1.343,0.310,15,TWIST
G,PINCH,363.5,1.025,13,130.6,363.5,1.903,1.285,0.312,15,PINCH
G,PINCH,517.5,3.934,13,53.0,-78.5,2.212,1.361,0.270,14,PINCH
G,PINCH,311.7,1.568,11,-20.4,311.7,2.156,1.076,0.240,3,NONE
G,PINCH,454.5,1.312,16,292.3,54.2,1.927,1.288,0.237,11,PINCH
G,PINCH,511.2,0.950,15,-199.6,511.2,2.531,1.620,0.374,12,PINCH
G,PINCH,473.1,1.474,13,293.8,-27.2,2.178,1.355,0.349,15,PINCH
G,PINCH,525.1,0.994,15,-314.7,525.1,2.458,1.490,0.317,11,PINCH
G,PINCH,532.6,2.340,10,532.6,-105.5,1.919,1.273,0.332,11,PINCH
G,PINCH,526.0,1.380,13,-175.1,205.9,2.329,1.504,0.340,8,PINCH
G,PINCH,303.5,0.659,6,-226.8,-233.5,2.027,1.327,0.244,15,PINCH
G,PINCH,369.1,1.854,10,-13.8,369.1,3.131,1.605,0.458,12,PINCH
G,PINCH,652.8,1.370,33,-238.0,-238.3,2.172,1.345,0.256,13,TWIST
G,PINCH,321.9,0.858,19,321.9,-173.6,2.732,1.416,0.365,6,NONE
G,PINCH,346.7,0.840,9,346.7,-183.8,2.103,1.326,0.330,16,PINCH
G,PINCH,453.5,2.029,15,-12.9,-210.6,1.958,1.305,0.294,16,PINCH
G,PINCH,766.6,1.035,38,-449.9,-290.6,1.885,1.271,0.192,5,TWIST
G,PINCH,766.8,0.979,44,255.4,766.8,1.885,1.269,0.209,10,TWIST
G,PINCH,489.9,0.946,13,306.1,489.9,2.450,1.512,0.360,9,PINCH
G,PINCH,424.3,0.794,15,424.3,-254.2,2.422,1.706,0.294,5,PINCH
G,PINCH,306.2,1.017,17,101.8,199.3,2.486,1.611,0.426,9,PINCH
G,PINCH,348.4,1.974,13,-111.7,-64.8,2.990,1.617,0.448,11,PINCH
G,PINCH,431.8,0.721,17,-309.3,431.8,2.354,1.498,0.290,12,PINCH
G,GARBAGE,346.1,0.878,11,-193.9,346.1,1.824,1.055,0.307,5,NONE
G,GARBAGE,180.0,0.973,0,81.9,180.0,2.163,1.292,0.260,7,NONE
G,GARBAGE,91.2,0.971,0,91.2,-32.7,2.154,1.289,0.328,11,NONE
G,GARBAGE,111.2,1.913,0,111.2,-26.5,2.000,1.308,0.289,5,NONE
G,GARBAGE,375.6,3.969,23,375.6,13.4,2.011,1.353,0.285,9,NONE
G,GARBAGE,270.8,1.318,11,-90.7,270.8,1.915,1.043,0.323,4,NONE
G,GARBAGE,99.2,1.523,0,-32.2,-32.9,2.321,1.261,0.392,2,NONE
G,GARBAGE,253.9,1.621,11,-132.5,253.9,1.740,1.070,0.201,4,NONE
G,GARBAGE,106.8,2.956,0,-14.7,21.4,1.847,1.331,0.211,4,NONE
G,GARBAGE,144.3,2.098,0,144.3,-25.1,2.986,1.348,0.389,8,NONE
G,GARBAGE,100.4,1.353,0,15.4,100.4,1.873,1.309,0.255,4,NONE
G,GARBAGE,142.9,1.006,0,-56.4,142.9,1.951,1.076,0.218,1,NONE
G,GARBAGE,401.0,1.001,21,401.0,204.0,1.943,1.301,0.279,4,NONE
G,GARBAGE,77.5,0.892,0,63.4,-23.5,1.689,1.059,0.217,3,NONE
G,GARBAGE,104.6,1.011,0,62.7,40.8,2.048,1.353,0.274,9,NONE
G,GARBAGE,278.3,0.921,12,191.0,111.2,1.702,1.014,0.153,1,NONE
G,GARBAGE,298.7,0.922,15,298.7,-116.8,2.292,1.566,0.361,9,PINCH
G,GARBAGE,138.2,0.659,0,138.2,107.7,1.506,0.975,0.137,1,NONE
G,GARBAGE,125.0,1.323,0,48.1,125.0,1.947,1.028,0.345,4,NONE
G,GARBAGE,81.2,0.994,0,81.2,-42.6,1.845,1.271,0.233,5,NONE
G,GARBAGE,85.3,1.117,0,38.4,85.3,1.756,1.040,0.273,4,NONE
G,FLICK,1121.2,1.510,24,-477.8,-264.5,2.324,1.558,0.304,10,FLICK
G,FLICK,1186.9,1.342,19,1186.9,-330.3,2.244,1.397,0.244,13,FLICK
G,FLICK,1073.3,2.102,23,-276.8,233.9,2.440,1.520,0.359,12,FLICK
G,FLICK,886.2,2.054,13,52.6,886.2,2.395,1.318,0.317,13,FLICK
G,FLICK,1252.1,1.810,21,-146.8,1252.1,1.949,1.338,0.215,12,FLICK
G,FLICK,817.0,1.473,23,461.8,817.0,2.359,1.375,0.355,11,FLICK
G,FLICK,1026.0,1.304,16,-427.9,1026.0,2.009,1.332,0.184,11,FLICK
G,FLICK,784.9,1.893,17,-165.3,249.5,1.977,1.281,0.208,9,FLICK
G,FLICK,1289.3,3.021,26,1289.3,-338.7,2.508,1.451,0.325,11,FLICK
G,FLICK,1013.5,1.668,22,-364.4,-243.1,2.153,1.431,0.281,17,FLICK
G,FLICK,983.8,7.385,15,72.3,983.8,2.143,1.405,0.314,12,FLICK
G,FLICK,1028.7,2.835,17,240.3,1028.7,2.107,1.451,0.327,10,FLICK
G,FLICK,857.1,2.217,21,857.1,169.8,2.127,1.520,0.319,14,FLICK
G,FLICK,873.6,2.276,23,873.6,113.6,1.767,1.240,0.211,12,FLICK
G,FLICK,841.0,2.025,14,-109.6,-305.6,2.361,1.463,0.313,10,FLICK
G,FLICK,1215.9,2.241,27,-70.0,-472.6,2.247,1.422,0.315,16,FLICK
G,FLICK,850.7,1.722,21,273.8,-220.2,2.265,1.375,0.246,15,FLICK
G,FLICK,1185.3,5.275,13,1185.3,153.5,2.751,1.323,0.371,5,FLICK
G,FLICK,1116.5,1.804,25,-147.0,1116.5,2.200,1.369,0.299,9,FLICK
G,FLICK,1355.4,1.522,21,-132.9,1355.4,2.178,1.406,0.230,13,FLICK
G,FLICK,1273.0,1.650,30,-73.7,697.8,2.305,1.345,0.332,9,FLICK
G,FLICK,1321.2,2.256,28,-394.2,-191.6,2.390,1.288,0.292,8,FLICK
G,FLICK,1088.4,2.682,13,-170.3,-235.5,2.298,1.395,0.282,13,FLICK
H,TWIST,334.8,2.144,20,103.9,-52.3,1.692,1.057,0.183,3,NONE
H,TWIST,650.4,1.284,51,650.4,-227.1,2.165,1.281,0.301,12,TWIST
H,TWIST,373.3,1.520,9,373.3,162.4,2.310,1.391,0.353,10,PINCH
H,TWIST,845.5,0.976,39,-479.0,845.5,1.735,1.249,0.231,17,TWIST
H,TWIST,672.7,0.884,42,-366.9,-393.9,1.857,1.278,0.303,14,TWIST
H,TWIST,694.1,1.010,37,-323.6,-363.7,1.921,1.244,0.209,7,TWIST
H,TWIST,785.7,1.112,34,-463.2,-243.3,2.042,1.251,0.340,13,TWIST
H,TWIST,793.6,1.043,47,-381.7,-379.1,1.870,1.269,0.294,10,TWIST
H,TWIST,786.8,0.986,31,518.7,279.6,2.290,1.245,0.287,7,TWIST
H,TWIST,662.3,1.321,30,662.3,-198.9,1.610,1.256,0.138,12,TWIST
H,TWIST,782.3,0.903,45,-414.0,782.3,1.906,1.317,0.155,9,TWIST
H,TWIST,683.3,1.082,39,417.6,-213.8,2.327,1.377,0.274,11,TWIST
H,TWIST,378.8,1.414,20,-99.3,378.8,1.995,1.249,0.243,2,NONE
H,TWIST,676.4,1.283,33,-275.6,676.4,2.152,1.313,0.201,13,TWIST
H,TWIST,318.3,0.890,7,318.3,-213.9,2.366,1.465,0.347,15,PINCH
H,TWIST,446.0,2.784,9,132.0,-28.2,2.902,1.615,0.452,13,PINCH
H,TWIST,789.0,0.958,55,789.0,-472.5,1.897,1.271,0.174,9,TWIST
H,TWIST,637.1,1.014,50,637.1,-207.9,2.160,1.359,0.220,13,TWIST
H,TWIST,725.8,1.101,37,-397.1,725.8,1.732,1.286,0.144,8,TWIST
H,TWIST,1340.8,3.202,27,-224.1,1340.8,2.319,1.393,0.381,11,FLICK
H,TWIST,765.5,0.903,30,495.3,-352.5,1.785,1.281,0.226,13,TWIST
H,TWIST,692.4,1.027,29,-359.2,692.4,1.858,1.295,0.208,13,TWIST
H,TWIST,684.2,1.050,28,-384.0,-267.7,2.166,1.283,0.216,7,TWIST
H,TWIST,171.2,0.879,0,171.2,113.8,2.128,1.365,0.322,5,NONE
H,TWIST,805.6,0.996,35,346.7,-462.1,1.891,1.280,0.166,8,TWIST
H,TWIST,715.5,0.974,36,213.0,715.5,1.843,1.257,0.191,5,TWIST
H,TWIST,650.4,0.914,31,-247.6,-463.7,2.418,1.385,0.329,15,TWIST
H,TWIST,722.8,0.730,35,-432.1,722.8,1.805,1.348,0.175,11,TWIST
H,TWIST,686.8,1.350,41,-347.7,-160.9,2.123,1.345,0.266,11,TWIST
H,TWIST,696.2,1.364,33,271.4,238.9,2.196,1.250,0.342,12,TWIST
H,TWIST,667.8,1.022,44,262.7,-390.9,1.774,1.245,0.185,4,TWIST
H,TWIST,726.3,0.985,42,509.1,228.5,1.912,1.321,0.256,17,TWIST
H,TWIST,645.6,1.082,52,-379.6,645.6,2.037,1.311,0.252,14,TWIST
H,TWIST,708.0,1.108,45,-241.3,708.0,2.243,1.294,0.338,10,TWIST
H,TWIST,825.8,1.047,47,-300.0,825.8,2.259,1.312,0.298,17,TWIST
H,TWIST,405.5,0.846,17,-296.5,405.5,2.449,1.643,0.375,8,PINCH
H,TWIST,1004.1,1.433,25,-532.3,168.4,2.300,1.442,0.289,12,FLICK
H,TWIST,683.3,0.919,41,683.3,337.2,1.763,1.247,0.232,12,TWIST
H,TWIST,742.4,1.026,35,-262.7,-460.9,1.785,1.267,0.148,7,TWIST
H,TWIST,850.8,1.068,46,-473.2,-323.5,1.902,1.266,0.196,8,TWIST
H,PINCH,280.9,1.856,5,280.9,25.6,2.208,1.501,0.292,14,PINCH
H,PINCH,375.6,1.435,11,213.4,375.6,2.807,1.461,0.421,10,PINCH
H,PINCH,318.4,1.334,11,318.4,-167.3,2.279,1.394,0.365,5,PINCH
H,PINCH,380.0,2.640,9,-28.6,380.0,1.856,1.382,0.214,13,PINCH
H,PINCH,413.1,1.341,13,-150.6,157.4,2.502,1.551,0.389,13,PINCH
H,PINCH,1084.4,3.690,11,1084.4,190.0,2.368,1.443,0.324,14,FLICK
H,PINCH,376.6,3.014,12,-10.5,376.6,2.549,1.439,0.365,16,PINCH
H,PINCH,770.0,0.938,46,-502.1,-319.2,2.265,1.342,0.318,10,TWIST
H,PINCH,406.5,1.559,16,-177.7,83.1,3.249,1.659,0.499,13,PINCH
H,PINCH,522.7,3.275,15,522.7,73.6,2.629,1.525,0.323,11,PINCH
H,PINCH,356.8,1.285,21,86.6,-191.0,2.462,1.302,0.385,8,NONE
H,PINCH,411.0,1.391,14,283.7,411.0,2.057,1.308,0.290,14,PINCH
H,PINCH,389.9,0.851,13,389.9,-298.5,2.159,1.466,0.340,11,PINCH
H,PINCH,432.5,0.840,18,432.5,-294.0,2.008,1.434,0.249,17,PINCH
H,PINCH,271.6,0.809,12,271.6,-194.5,1.775,1.064,0.283,6,NONE
H,PINCH,537.6,2.263,17,537.6,-42.4,2.289,1.308,0.337,14,PINCH
H,PINCH,366.6,2.445,9,25.8,124.1,2.023,1.367,0.281,16,PINCH
H,PINCH,101.7,1.518,0,-51.5,-15.4,2.071,1.265,0.306,8,NONE
H,PINCH,604.1,3.605,9,604.1,87.7,2.381,1.480,0.298,11,PINCH
H,PINCH,304.5,0.888,7,140.1,202.9,2.360,1.468,0.361,14,PINCH
H,PINCH,84.8,0.714,0,-60.4,-58.4,1.810,0.989,0.255,4,NONE
H,PINCH,595.7,0.819,15,595.7,-412.7,2.057,1.290,0.295,11,PINCH
H,PINCH,150.9,2.530,0,150.9,-17.3,1.754,1.004,0.293,3,NONE
H,PINCH,165.1,0.986,0,-63.7,-103.7,2.035,1.296,0.316,7,NONE
H,PINCH,283.3,0.790,11,143.6,283.3,2.507,1.413,0.344,11,PINCH
H,PINCH,295.5,3.864,9,46.5,29.9,2.784,1.343,0.328,12,PINCH
H,PINCH,440.5,0.782,15,-229.8,440.5,2.734,1.432,0.342,11,PINCH
H,GARBAGE,123.4,1.534,0,47.4,33.1,2.405,1.450,0.397,2,NONE
H,GARBAGE,381.0,0.716,21,381.0,275.4,1.893,1.360,0.256,5,NONE
H,GARBAGE,371.9,0.958,19,371.9,-204.3,1.651,1.052,0.170,1,NONE
H,GARBAGE,308.3,2.433,13,308.3,22.6,1.945,1.035,0.302,5,NONE
H,GARBAGE,171.0,0.978,0,-68.4,171.0,1.831,0.993,0.206,2,NONE
H,GARBAGE,306.2,1.567,15,-84.1,-111.2,1.587,1.059,0.173,1,NONE
H,GARBAGE,119.8,1.568,0,-56.7,119.8,1.836,1.281,0.269,7,NONE
H,GARBAGE,258.5,2.023,6,258.5,-69.9,1.756,1.038,0.179,1,NONE
H,GARBAGE,294.1,1.106,13,-176.4,89.4,1.842,1.073,0.200,3,NONE
H,GARBAGE,389.9,1.772,21,-156.9,389.9,2.457,1.278,0.366,3,NONE
H,GARBAGE,148.4,0.909,0,67.9,95.4,2.324,1.305,0.353,8,NONE
H,GARBAGE,119.2,1.448,0,-15.5,119.2,2.424,1.386,0.396,8,NONE
H,GARBAGE,390.5,1.485,23,-250.0,390.5,2.038,1.282,0.267,7,NONE
H,GARBAGE,356.7,5.114,19,356.7,21.7,1.732,1.028,0.229,2,NONE
H,GARBAGE,125.5,0.977,0,58.9,125.5,2.124,1.338,0.371,8,NONE
H,GARBAGE,127.4,0.823,0,127.4,95.1,1.713,0.996,0.259,2,NONE
H,GARBAGE,91.0,1.302,0,91.0,-15.7,1.718,1.256,0.175,5,NONE
H,GARBAGE,118.4,0.890,0,58.8,118.4,2.048,1.277,0.239,4,NONE
H,GARBAGE,360.6,1.383,19,-30.8,-229.9,3.083,1.515,0.449,6,NONE
H,GARBAGE,129.4,1.342,0,58.1,38.3,2.339,1.310,0.403,7,NONE
H,GARBAGE,183.3,0.837,0,-86.8,-132.0,1.864,1.248,0.278,7,NONE
H,GARBAGE,93.0,1.691,0,93.0,27.5,2.243,1.044,0.323,3,NONE
H,FLICK,1163.0,2.812,27,1163.0,-114.1,2.320,1.396,0.386,8,FLICK
H,FLICK,1333.3,2.020,15,1333.3,-179.5,2.353,1.497,0.333,11,FLICK
H,FLICK,1027.2,1.487,25,1027.2,556.6,1.603,1.304,0.149,11,FLICK
H,FLICK,1028.9,1.582,16,1028.9,-488.7,3.047,1.631,0.484,8,FLICK
H,FLICK,961.7,1.905,17,-302.5,961.7,2.569,1.400,0.395,13,FLICK
H,FLICK,1193.6,1.582,31,-141.7,-613.0,2.198,1.566,0.288,10,FLICK
H,FLICK,1243.2,1.800,23,246.2,1243.2,2.611,1.586,0.369,9,FLICK
H,FLICK,912.5,2.995,17,-69.9,-234.7,2.189,1.374,0.259,12,FLICK
H,FLICK,879.9,4.205,15,-89.9,-119.4,2.039,1.399,0.281,10,FLICK
H,FLICK,931.1,1.621,25,534.5,931.1,2.090,1.357,0.304,12,FLICK
H,FLICK,1247.3,1.834,27,668.6,1247.3,2.412,1.532,0.329,9,FLICK
H,FLICK,1062.7,1.729,27,1062.7,253.5,2.169,1.385,0.253,10,FLICK
H,FLICK,1103.7,1.624,21,48.8,1103.7,2.208,1.412,0.254,14,FLICK
H,FLICK,1158.1,1.358,25,630.9,-222.0,2.867,1.617,0.423,9,FLICK
H,FLICK,965.7,2.842,25,-151.0,965.7,2.057,1.497,0.293,10,FLICK
H,FLICK,762.0,5.605,13,-115.4,762.0,3.141,1.455,0.460,6,FLICK
H,FLICK,897.7,1.403,19,-139.6,897.7,2.415,1.605,0.311,8,FLICK
H,FLICK,1063.5,1.481,17,205.5,1063.5,3.122,1.544,0.510,9,FLICK
H,FLICK,1299.0,1.359,28,-667.0,1299.0,2.420,1.504,0.378,10,FLICK
H,FLICK,1282.5,2.527,21,-106.6,400.9,2.160,1.398,0.192,12,FLICK
H,FLICK,1002.6,2.207,19,1002.6,338.6,1.951,1.397,0.174,15,FLICK
H,FLICK,1231.5,6.055,23,59.0,1231.5,2.054,1.488,0.225,14,FLICK
H,FLICK,1367.3,2.267,24,1367.3,-383.3,2.684,1.632,0.425,8,FLICK
H,FLICK,1179.5,1.680,31,1179.5,-551.0,2.291,1.321,0.295,15,FLICK
H,FLICK,1082.5,1.797,21,-264.0,1082.5,2.017,1.353,0.260,10,FLICK
H,FLICK,1117.6,1.522,25,1117.6,-123.6,2.720,1.593,0.450,11,FLICK
I,TWIST,816.1,1.115,41,816.1,-289.8,1.955,1.356,0.204,10,TWIST
I,TWIST,767.6,0.918,45,-508.4,-327.9,2.384,1.403,0.320,10,TWIST
I,TWIST,444.3,1.040,13,267.2,444.3,2.901,1.594,0.417,9,PINCH
I,TWIST,695.3,1.747,40,-168.5,695.3,2.249,1.312,0.300,11,TWIST
I,TWIST,665.6,1.105,28,-335.6,665.6,2.032,1.358,0.301,8,TWIST
I,TWIST,673.8,1.389,38,-321.2,673.8,1.905,1.289,0.143,11,TWIST
I,TWIST,692.9,0.739,37,-415.0,692.9,1.760,1.317,0.171,13,TWIST
I,TWIST,688.1,1.065,42,688.1,-281.4,1.877,1.297,0.173,8,TWIST
I,TWIST,387.6,1.482,16,-52.9,387.6,2.386,1.506,0.398,14,PINCH
I,TWIST,699.5,0.782,31,699.5,-389.0,2.052,1.301,0.242,7,TWIST
I,TWIST,677.7,1.572,49,677.7,107.2,1.945,1.309,0.176,8,TWIST
I,TWIST,510.2,0.803,17,510.2,317.3,1.983,1.347,0.242,18,PINCH
I,TWIST,777.1,0.883,51,777.1,-341.3,1.925,1.304,0.291,9,TWIST
I,TWIST,468.2,0.807,15,468.2,251.3,2.134,1.429,0.297,13,PINCH
I,TWIST,684.9,1.432,39,684.9,-205.2,2.394,1.352,0.318,10,TWIST
I,TWIST,738.6,1.099,35,738.6,-380.5,1.928,1.365,0.212,8,TWIST
I,TWIST,688.7,1.033,31,688.7,-209.8,2.109,1.264,0.317,11,TWIST
I,TWIST,678.9,1.569,47,131.4,678.9,1.782,1.257,0.193,3,TWIST
I,TWIST,710.5,0.817,48,-327.4,710.5,2.136,1.363,0.260,3,TWIST
I,TWIST,384.7,1.112,12,95.8,384.7,2.722,1.536,0.442,15,PINCH
I,TWIST,1046.7,1.935,15,-406.2,134.6,2.106,1.332,0.273,13,FLICK
I,TWIST,811.5,0.942,39,-519.8,-342.1,1.919,1.247,0.248,13,TWIST
I,TWIST,633.4,0.882,43,633.4,-241.2,2.050,1.265,0.294,16,TWIST
I,TWIST,169.4,2.034,0,-52.9,169.4,1.917,1.243,0.253,6,NONE
I,PINCH,344.4,3.055,9,75.4,344.4,2.407,1.395,0.394,11,PINCH
I,PINCH,406.7,5.725,13,20.3,50.8,2.612,1.569,0.414,9,PINCH
I,PINCH,488.9,1.714,15,488.9,236.0,2.833,1.509,0.360,13,PINCH
I,PINCH,164.0,2.300,0,-9.6,164.0,1.374,0.993,0.165,1,NONE
I,PINCH,189.6,0.943,0,189.6,-116.6,2.188,1.284,0.346,3,NONE
I,PINCH,758.3,0.943,40,-444.0,758.3,1.879,1.267,0.252,15,TWIST
I,PINCH,142.2,0.684,0,107.8,142.2,1.411,0.947,0.155,1,NONE
I,PINCH,334.6,1.035,15,-229.5,334.6,2.279,1.317,0.316,13,PINCH
I,PINCH,374.2,0.835,17,-231.9,374.2,2.624,1.591,0.383,9,PINCH
I,PINCH,307.7,0.824,7,-218.1,155.5,2.691,1.434,0.440,11,PINCH
I,PINCH,424.0,1.099,13,139.0,-246.9,2.184,1.428,0.344,15,PINCH
I,PINCH,332.0,2.107,15,49.1,332.0,2.093,1.453,0.327,16,PINCH
I,PINCH,455.4,1.615,9,47.2,455.4,2.753,1.455,0.422,7,PINCH
I,PINCH,381.0,1.317,11,192.7,-96.5,2.314,1.523,0.321,11,PINCH
I,PINCH,785.5,0.923,33,591.6,259.0,2.014,1.292,0.248,12,TWIST
I,PINCH,1090.7,1.938,27,1090.7,461.0,2.041,1.314,0.291,9,FLICK
I,PINCH,486.3,1.304,17,-307.1,486.3,2.030,1.333,0.276,10,PINCH
I,PINCH,1153.9,1.425,22,1153.9,364.3,2.299,1.457,0.336,12,FLICK
I,PINCH,302.6,4.245,12,27.2,302.6,2.235,1.481,0.258,13,PINCH
I,PINCH,480.3,1.060,13,-320.5,-132.7,2.683,1.320,0.357,14,PINCH
I,PINCH,668.4,0.931,43,254.1,-463.6,2.226,1.359,0.284,9,TWIST
I,PINCH,1192.6,2.694,15,1192.6,-221.6,2.728,1.707,0.355,7,FLICK
I,PINCH,486.9,1.463,13,138.2,194.5,2.586,1.456,0.438,9,PINCH
I,PINCH,378.6,0.953,19,-181.5,378.6,2.094,1.382,0.332,6,NONE
I,PINCH,300.2,1.465,17,300.2,-10.5,3.148,1.560,0.391,11,PINCH
I,PINCH,362.8,0.927,7,194.3,362.8,1.908,1.296,0.266,16,PINCH
I,PINCH,366.9,0.922,7,-175.8,366.9,1.974,1.327,0.242,13,PINCH
I,PINCH,462.9,1.387,17,-318.1,15.6,2.204,1.471,0.293,11,PINCH
I,GARBAGE,108.8,1.289,0,108.8,-28.7,2.184,1.271,0.374,6,NONE
I,GARBAGE,337.1,1.852,19,337.1,68.6,2.008,1.302,0.255,5,NONE
I,GARBAGE,357.5,0.791,13,-169.5,357.5,1.865,1.054,0.243,5,NONE
I,GARBAGE,163.9,1.345,0,-60.9,163.9,2.684,1.254,0.374,6,NONE
I,GARBAGE,670.7,1.354,43,670.7,-214.9,1.724,1.240,0.159,4,TWIST
I,GARBAGE,127.2,3.529,0,127.2,18.6,1.820,1.045,0.237,3,NONE
I,GARBAGE,377.0,1.490,21,-27.2,-225.9,2.224,1.379,0.300,5,NONE
I,GARBAGE,145.9,0.737,0,145.9,104.9,2.746,1.342,0.452,3,NONE
I,GARBAGE,857.4,1.402,21,-314.0,297.5,2.010,1.343,0.182,16,FLICK
I,GARBAGE,335.7,0.973,11,335.7,172.8,2.356,1.536,0.333,12,PINCH
I,GARBAGE,680.7,2.473,31,-74.4,680.7,1.693,1.305,0.130,7,TWIST
I,GARBAGE,79.7,1.905,0,79.7,16.2,2.333,1.363,0.368,3,NONE
I,GARBAGE,91.2,1.072,0,91.2,56.0,2.409,1.397,0.396,7,NONE
I,GARBAGE,95.6,0.825,0,69.3,95.6,2.797,1.359,0.443,8,NONE
I,GARBAGE,120.7,1.328,0,120.7,77.5,2.721,1.260,0.382,4,NONE
I,GARBAGE,196.8,0.957,0,84.7,121.0,2.365,1.354,0.415,3,NONE
I,GARBAGE,179.6,0.945,0,179.6,-115.8,2.341,1.279,0.350,7,NONE
I,GARBAGE,355.5,0.808,13,-192.8,355.5,1.643,1.039,0.285,10,NONE
I,GARBAGE,307.4,0.834,15,-185.1,-183.6,1.681,1.045,0.274,6,NONE
I,GARBAGE,140.3,0.732,0,98.5,93.1,2.389,1.320,0.316,1,NONE
I,GARBAGE,517.9,1.707,15,51.1,-252.4,2.063,1.415,0.318,10,PINCH
I,GARBAGE,476.9,2.803,17,26.9,143.2,2.250,1.376,0.302,16,PINCH
I,GARBAGE,104.9,1.078,0,-34.5,62.8,2.333,1.346,0.285,9,NONE
I,GARBAGE,80.8,0.885,0,-55.3,-36.0,2.293,1.296,0.366,3,NONE
I,GARBAGE,181.7,1.049,0,55.4,-117.8,2.145,1.394,0.238,6,NONE
I,GARBAGE,117.6,1.550,0,38.6,37.2,1.937,1.286,0.248,9,NONE
I,GARBAGE,136.8,2.269,0,39.2,21.0,2.210,1.259,0.296,9,NONE
I,GARBAGE,99.6,2.582,0,16.0,99.6,1.847,1.333,0.220,13,NONE
I,GARBAGE,168.9,0.882,0,122.5,69.0,1.798,1.271,0.209,4,NONE
I,FLICK,1296.7,1.696,27,-260.6,1296.7,2.753,1.534,0.414,8,FLICK
I,FLICK,945.4,2.610,27,945.4,60.2,2.105,1.520,0.226,10,FLICK
I,FLICK,450.6,1.606,17,34.8,245.7,2.646,1.523,0.370,15,PINCH
I,FLICK,1283.4,1.592,21,1283.4,360.9,2.703,1.576,0.433,12,FLICK
I,FLICK,1084.8,1.521,23,1084.8,318.8,2.489,1.570,0.360,6,FLICK
I,FLICK,1246.0,1.717,23,-505.7,220.2,2.151,1.569,0.253,10,FLICK
I,FLICK,1365.6,1.610,32,130.1,1365.6,2.620,1.558,0.347,11,FLICK
I,FLICK,1291.0,3.059,27,-91.8,330.2,2.492,1.619,0.339,12,FLICK
I,FLICK,867.9,1.546,26,428.1,-133.3,2.050,1.412,0.300,11,FLICK
I,FLICK,978.4,1.306,19,978.4,-279.6,3.157,1.652,0.520,9,FLICK
I,FLICK,1227.5,2.361,21,-228.3,1227.5,2.065,1.360,0.322,7,FLICK
I,FLICK,1234.2,13.553,21,49.7,-41.4,2.363,1.576,0.273,7,FLICK
I,FLICK,1335.5,3.805,30,206.3,144.7,2.613,1.640,0.338,10,FLICK
I,FLICK,1223.5,1.863,27,-287.5,1223.5,1.990,1.357,0.258,4,FLICK
I,FLICK,1130.6,2.869,24,1130.6,141.2,2.304,1.420,0.341,12,FLICK
I,FLICK,961.9,1.383,19,-255.5,-439.9,2.645,1.634,0.308,5,FLICK
